اٹوٹ unbreakable
نباتیات botany
نبرہ accent
نبرہ philtrum
نبرہ stress
نتیجہ result
نتیجہ effect
نتیجہ deduction
نتیجہ inference
نتیجہ end
نتیجہ outcome
نتیجہ conclusion
نتیجہ consequence
نتھنا nostril
نٹ juggler
نٹ rope-dancer
نٹ acrobat
نثر prose
نثری prosaic
نجات escape
نجات liberation
نجات deliverance
نجات freedom
نجات salvation
نجات absolution
نجّار carpenter
نجم planet
نجم fortune
نجم star
نحیف thin
نحیف weak
نحیف lean
نحیف slender
نحیف meagre
نخالص impure
نخالص pure
نخلستان oasis
نخلستان date-grove
نخوت haughtiness
نخوت pride
نخوت vanity
نخوت conceit
ندامت self-reproach
ندامت shame
ندامت regret
ندامت repentance
ندی river
ندی rivulet
ندی stream
ندیم courtier
ندیم friend
ندیم companion
نرم mild
نرم easy
نرم slack
نرم gentle
نرم slow
نرم soft
نرمی ease
نرمی mildness
نرمی leniency
نرمی softness
نرمی kindness
نزدیک near
نزدیک almost
نزدیک close
نزدیک about
نزدیکی proximity
نزدیکی propinquity
نزدیکی intimacy
نزدیکی nearness
نزلہ catarrh
نزلہ cold
نسل race
نسل lineage
نسل generation
نسل genealogy
نسل pedigree
نسلی racial
نسیج tissue
نصیحت counsel
نصیحت admonition
نصیحت advice
نصیحت exhortation
نصیحت reproof
نصیحت precept
نظارہ view
نظارہ sight
نظارہ show
نظارہ scene
نظر reference
نظر sight
نظر observation
نظر view
نظر favour
نظر regard
نظر inspection
نظر supervision
نظر care
نظر look
نظر vision
نظر glance
نظری ideological
نظری visual
نظری theoretical
نظری rejected
نعرہ shout
نعرہ slogan
نفاذ enforcement
نفاذ promulgation
نفت petroleum
نفت bitumen
نفت naphtha
نفخ puffing
نفخ flatulence
نفخ breathing
نفخ swelling
نفخ blowing
نفخ inflation
نفخ diffusing
نفرت disgust
نفرت hatred
نفرت loathing
نفرت detestation
نفرت abhorrence
نفرت hate
نفس psyche
نفس essence
نفس spirit
نفس person
نفس self
نفس substance
نفس body
نفس flesh
نفس soul
نفس mind
نفع profit
نفع gain
نفع advantage
نفیس pure
نفیس refined
نفیس fine
نفیس nice
نفیس exquisite
نفیس delicate
نقاب veil
نقاب mask
نقاب niqab
نقش mark
نقش stamp
نقش amulet
نقش drawing
نقش engraving
نقش influence
نقش talisman
نقش portrait
نقش idea
نقش map
نقش impression
نقش device
نقش charm
نقش picture
نقش imagination
نقش print
نقش carving
نقل tale
نقل removal
نقل transcription
نقل imitation
نقل fable
نقل history
نقل plagiarism
نقل counterpart
نقل mimicry
نقل transmission
نقل story
نقل copy
نقل transporting
نقل removing
نقل duplicate
نقلی false
نقلی artificial
نقلی spurious
نقلی transmitted
نقلی fictitious
نقلی counterfeit
نگینہ gem
نگینہ jewel
نل pipe
نل spout
نل tube
نل tap
نل faucet
نل conduit
نل hydrant
نم humidity
نم wet
نم dew
نم moist
نم damp
نمکین nut-brown
نمکین brackish
نمکین beautiful
نمکین saltish
نمکین handsome
نمکین saline
نمکین sarcastic
نمکین charming
نمکین salted
نمکین attractive
نمکین witty
نمکینی piquancy
نمکینی brackishness
نمکینی saltness
نمگیرا awning
نمگیرا canopy
نمونہ model
نمونہ sample
نمونہ specimen
نمونہ laughing-stock
نمونہ pattern
نمی dampness
نمی moistness
نمی tears
نمی wetness
نمی moisture
ننگا nude
ننگا naked
ننگا bare
ننگاپن nakedness
ننگاپن nudity
نواب nabob
نواب baron
نواب nawab
نواب lord
نوچنا pluck
نوچنا claw
نوچنا scratch
نوک point
نوک corner
نوک bill
نوک end
نوک beak
نوک angle
نوک tip
نویسندہ clerk
نویسندہ scribe
نویسندہ writer
نہانا shower
نہانا wash
نہانا bathe
نیا fresh
نیا novel
نیا modern
نیا new
نیا recent
نیک good
نیک upright
نیک mannerly
نیک virtuous
نیک pious
نیک kind-hearted
نیک righteous
نیکی goodness
نیکی virtue
نیولا weasel
نیولا mongoose
وادی obstinacy
وادی claimant
وادی route
وادی habit
وادی desert
وادی vale
وادی speaker
وادی wadi
وادی valley
وادی forest
وادی disciple
وادی perverseness
وادی course
وادی disobedience
وادی passage
وار sore
وار offering
وار lateness
وار time
وار attack
وار stroke
وار resembling
وار like
وار opportunity
وار blame
وار wound
وار knock
وار sacrifice
وار occasion
وار turn
وار assault
وار blow
وار possessing
وار cut
وار befitting
وارث supporter
وارث master
وارث inheritor
وارث heir
وارث lord
وارث successor
وارث owner
واسطہ sake
واسطہ mean
واسطہ relation
واسطہ account
واسطہ cause
واسطہ concern
واسطہ middleman
واسطہ mediator
واسطہ connection
واسطہ medium
واسکٹ waistcoat
واقعہ happening
واقعہ tale
واقعہ conflict
واقعہ encounter
واقعہ matter
واقعہ event
واقعہ story
واقعہ occurrence
واقعہ incident
واقعی true
واقعی truly
واقعی real
واقعی certainly
واقعی actually
واقعی verily
وبال burden
وبال misfortune
وبال ruin
وبال curse
وبال pestilence
وبال plague
وبال nuisance
وبال troublesome
وبال vexation
وبال load
وبال burdensome
وبائی epidemic
وبائی pestilent
وتر tendon
وتر sinew
وتر diagonal
وجد ecstasy
وجد frenzy
وجد rapture
وحدت unity
وحدت oneness
وحدت isolation
وحدت solitariness
وحدت unit
وحشی ferocious
وحشی brute
وحشی savage
وحشی wild
وحشی uncivilized
وحشی barbarous
وحشی barbaric
ورطہ perplexity
ورطہ maze
ورطہ whirlpool
ورطہ vortex
ورطہ labyrinth
ورغلانا tempt
ورغلانا decoy
ورغلانا coax
ورغلانا seduce
ورغلانا cajole
ورغلانا wheedle
ورغلانا entice
ورنہ otherwise
وزن worth
وزن weighing
وزن measure
وزن examination
وزن reputation
وزن importance
وزن confidence
وزن value
وزن weight
وزن honour
وزن balance
وزنی weighty
وزنی authentic
وزنی heavy
وزیر queen
وزیر vizier
وزیر minister
وزیر wazir
وزیر wazier
وسطی centred
وسطی central
وسطی middling
وسطی average
وسطی intermediate
وسطی moderate
وسیع roomy
وسیع large
وسیع spacious
وسیع extensive
وسیلہ resource
وسیلہ intercessor
وسیلہ means
وسیلہ cause
وسیلہ help
وسیلہ support
وسیلہ reason
وسیلہ medium
وصف quality
وصف character
وصف merit
وصف virtue
وصف trait
وصف nature
وضاحت elucidation
وضاحت exposition
وضاحت explanation
وضع invention
وضع state
وضع condition
وضع type
وضع style
وضع fashion
وضع deduction
وضع make
وضع behaviour
وضع situation
وضع position
وضع manner
وضع making
وضع subtraction
وضع procedure
وضع form
وضع kind
وضع design
وضع mode
وضع attitude
وضع conduct
وضع forming
وضع devising
وطن homeland
وطن motherland
وظیفہ salary
وظیفہ scholarship
وظیفہ function
وظیفہ duty
وظیفہ stipend
وظیفہ pension
وظیفہ fellowship
وعدہ vow
وعدہ agreement
وعدہ promise
وعدہ assurance
وعدہ appointment
وعظ homily
وعظ advice
وعظ admonition
وعظ sermon
وعظ preaching
وفات demise
وفات death
وفات decease
وقار dignity
وقار serenity
وقار reputation
وقار modesty
وقار solemnity
وقار resolution
وقار constancy
وقار prestige
وقار honour
وقتی transitory
وقتی ephemeral
وقتی provisional
وقف intelligence
وقف understanding
وقف standing
وقف legacy
وقف trust
وقف endowed
وقف wakf
وقف stopping
وقف tranquillity
وقف waqf
وقف constancy
وقف pause
وقف firmness
وقف permanence
وقفہ hiatus
وقفہ interlude
وقفہ intermission
وقفہ delay
وقفہ respite
وقفہ halt
وقفہ stop
وقفہ interval
وقفہ pause
وکالت favour
وکالت proxy
وکالت advocacy
وکالت agency
وکالت support
وکیل barrister
وکیل advocate
وکیل vakeel
وکیل lawyer
وکیل counsellor
وکیل attorney
وکیل pleader
وہ it
وہ they
وہ those
وہ that
وہ them
وہ she
وہ he
وہ husband
وہاں there
وہاں thither
وہاں yon
وہاں yonder
وہم superstition
وہم whim
وہم fancy
وہم delusion
وہم illusion
وہمی fanciful
وہمی superstitious
وہمی whimsical
ویدانت vedanta
ہاٹ market
ہاٹ bazaar
ہاضمہ digestion
ہاں society
ہاں assent
ہاں permission
ہاں here
ہاں house
ہاں surroundings
ہاں assurance
ہاں yes
ہانپنا gasp
ہانپنا pant
ہائیکو haiku
ہتک libel
ہتک disgrace
ہتک defamation
ہتک insult
ہتک affront
ہتک disrespect
ہتھیانا seize
ہتھیانا grab
ہٹ stubbornness
ہٹ obstinacy
ہٹ hut
ہٹ tut-tut
ہٹ recalcitrance
ہٹ obduracy
ہٹیلا stubborn
ہٹیلا obstinate
ہٹیلا mulish
ہٹیلا cross-grained
ہجو lampoon
ہجو reproach
ہجو satire
ہجو dispraise
ہدف mark
ہدف object
ہدف target
ہدف aim
ہدف bull's-eye
ہذیانی delirious
ہذیانی raving
ہرا unsuccessful
ہرا green
ہرا verdant
ہرا fresh
ہرانا overcome
ہرانا beat
ہرانا foil
ہرانا defeat
ہرتال orpiment
ہڑک hydrophobia
ہڑک rabies
ہڑواڑ cinerarium
ہزار thousand
ہفتہ saturday
ہفتہ week
ہکلا stammerer
ہکلا stutterer
ہکلانا stammer
ہکلانا stutter
ہل plough
ہلچل tumult
ہلچل hubbub
ہلچل commotion
ہلچل stir
ہلچل alarm
ہلچل panic
ہلچل bustle
ہلدی turmeric
ہلدی haldi
ہلکا mild
ہلکا easy
ہلکا mean
ہلکا degraded
ہلکا disgraced
ہلکا bland
ہلکا delicate
ہلکا cheap
ہلکا base
ہلکا soft
ہمارا my
ہمارا mine
ہمارا our
ہمارا ours
ہمدرد sympathetic
ہمسایہ neighbour
ہمسر equal
ہموار flat
ہموار level
ہموار equable
ہموار smooth
ہموار consistent
ہموار even
ہمیشہ perpetually
ہمیشہ always
ہمیشہ ever
ہنس swan
ہنسنا laugh
ہنسنا bloom
ہنسنا deride
ہنسنا blossom
ہنسنا ridicule
ہنسوڑ merry
ہنسوڑ jocular
ہنسوڑ cheerful
ہنسوڑ facetious
ہنسی sport
ہنسی jest
ہنسی laugh
ہنسی fun
ہنسی cheerfulness
ہنسی ridicule
ہنسی laughter
ہنسی mirth
ہنگامہ riot
ہنگامہ tumult
ہنگامہ furore
ہنگامہ turmoil
ہنگامہ assemblage
ہنگامہ disturbance
ہنگامہ agitation
ہنگامہ crowd
ہوا lust
ہوا air
ہوا wind
ہوا desire
ہوا love
ہوا fart
ہوا soul
ہوا breeze
ہوا longing
ہوا wish
ہوا atmosphere
ہوائی windy
ہوائی capricious
ہوائی wind-borne
ہوائی airy
ہوائی canard
ہوائی ambitious
ہوائی rumour
ہوائی vain
ہوائی swift
ہوائی flighty
ہوائی inconstant
ہوائی idle
ہوائی aerial
ہوشیار cautious
ہوشیار watchful
ہوشیار alert
ہوشیار intelligent
ہوشیار adult
ہوشیار prudent
ہوشیار careful
ہوشیار clever
ہوشیار discreet
ہوشیار attentive
ہوشیار mature
ہوشیار awake
ہوشیار sensible
ہوشیاری intelligence
ہوشیاری alertness
ہوشیاری prudence
ہوشیاری cleverness
ہوشیاری wisdom
ہوشیاری watchfulness
ہیچ nothing
ہیچ worthless
ہیچ superficial
ہیچ shallow
ہیچ insignificant
یادگار souvenir
یادگار monument
یادگار memorial
یادگار remembrance
یادگار keepsake
یادگار token
یادگاری commemorative
یادگاری memorable
یافت profit
یافت availability
یافت gains
یافت perquisite
یافت earning
یافت bribe
یافت income
یافت accessibility
یاور friend
یاور assistant
یاور helping
یاور fortunate
یاور friendly
یاور successful
یاور aiding
یاور helper
یتیمی orphanhood
یخنی hash
یخنی stew
یخنی gravy
یخنی bouillon
یخنی soup
یخنی broth
یشب jasper
یشب agate
یقین belief
یقین certainty
یقین trust
یقین assurance
یقین positiveness
یقین faith
یقین confidence
یقیناً truly
یقیناً certainly
یقیناً surely
یقیناً verily
یقیناً indeed
یقیناً definitely
یقینی sure
یقینی true
یقینی certain
یکتا single
یکتا incomparable
یکتا unique
یکساں equal
یکساں alike
یکسانیت equality
یکسانیت uniformity
یکسانیت agreement
یگانگت union
یگانگت kinship
یگانگت concord
یگانگت relation
یگانگت singularity
